PID,Name,Title,Journal,JournalISSN,JournalEISSN,Year,ContentType,PublicationSubtype,Status,ISI,ScopusId,FridaLevel,nsd,FullTextLink,FreeFulltext,doaj
560939,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485])",Bluffade Treileben?,Marinarkeologisk Tidskrift,1100-9632,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
445161,"Granath, Sara [shsagh] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488])",Bodil Malmsten - dramatik och teaterestetik,Litteratur och språk,1653-1701,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
531547,"Volkova, Kristina [shkava06] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (IPH);Reyhanian, Nasim [shnmrn07] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]) (IPH);Kot-Wasik, Agata (Gdańsk University of Technology);Olsén, Håkan [SHHNON] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (HOL);Porsch-Hällström, Inger [shirpm] [0000-0001-9498-3033] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]) (IPH);Hallgren, Stefan [shsnhn02] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Biologi [7362]) (IPH)",Brain circuit imprints of developmental<em> </em>17α-ethinylestradiol exposure in guppies (<em>Poecilia reticulata</em>) : Persistent effects on anxiety but not on reproductive behaviour,General and Comparative Endocrinology,0016-6480,1095-6840,2012,Refereegranskat,NA,published,000307694100013,2-s2.0-84863217808,1,TRUE,NA,NA,FALSE
506217,"Sorgenfrei, Simon [shsnsi08] [0000-0002-2206-238X] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Breivik och Islamofobin,R & L : religion & livsfrågor,0347-2159,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
872825,"Blomqvist, Håkan [SHHNBT] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497]) (Arioso);Östberg, Kjell [shklog] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])","Breiviks idéer delas av många : Massmordet gör honom unik, inte hans tankevärld",Aftonbladet,1103-9000,0,2012,"Övrig (populärvetenskap, debatt, mm)",newsItem,published,NA,NA,0,FALSE,NA,TRUE,FALSE
462038,"Klackenberg, Henrik;Olsson, Magnus [shmson06] [0000-0001-6175-2909] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488])",Bullan från Lomma : ett påvligt sigill på villovägar,Fornvännen,0015-7813,1404-9430,2010,Refereegranskat,NA,published,000294697400003,NA,1,TRUE,NA,TRUE,FALSE
524385,"Rytkönen, Paulina [SH02PAMA] [0000-0001-8939-1105] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]);Lönnborg, Mikael [shmllg] [0000-0002-9781-8276] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389]) (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], ENTER forum [7375])",Business history : den internationella framväxten,Företagsminnen: Magasinet om näringslivets historia,1101-7473,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
556493,"Lönnborg, Mikael [shmllg] [0000-0002-9781-8276] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389]) (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], ENTER forum [7375]);Rytkönen, Paulina [sh02pama] [0000-0001-8939-1105] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Måltidskunskap [7473])",Business history : Framväxten i Sverige,Företagsminnen: Magasinet om näringslivets historia,1101-7473,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
427036,"Kaun, Anne [shaekn07] [0000-0002-5879-2130] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Café Cosmopolitan : Die fatale Einigkeit der schwedischen Linken,Phase 2 : Zeitschrift gegen die Realität,1862-3042,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,TRUE,FALSE
808987,"Staberg, Jakob [shjbsg03] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Estetik [7378])",Carl Fredrik Hill och synlighetens regimer,Aiolos,1400-7770,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
815056,"Öhrner, Annika [shaaor12] [0000-0002-9193-1315] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488])",Carlo Derkert - biografiska data och bibliografi,Biblis,1403-3313,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
815060,"Öhrner, Annika [shaaor12] [0000-0002-9193-1315] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488])",Carlo Derkerts personarkiv,Biblis,1403-3313,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
434849,"Lilja, Agneta [SHAALA] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489])",Carolina Rediviva 2 : Maria Langs professor,Upsala Nya Tidning,1104-0173,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
446838,"Andersson, Christian [shcnan03] [0000-0002-3698-3649] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Journalistik [7407])",Cas Mudde förklarar högerpopulismen,Politiken.se,1651-0879,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
487504,"Andersson, Göran [shgnan] [0000-0003-3041-7467] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523]);Onn, Gustaf [shgfon05] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523]);Zalamans, Dennis [shdszs] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523])",Case Studies of Tourism Education Development Through Community Engagement : Towards a Swedish Model Inspired by the EU-project TARSI,Insights,2029-1639,0,2011,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
931156,"Jungar, Ann-Cathrine [sh01aejr] [0000-0002-7203-9495] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Challenges await the True Finns,Baltic Worlds,2000-2955,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,1,TRUE,NA,NA,TRUE
579192,"Roberts, Bayard;Stickley, Andrew [SH99AWSY] [0000-0002-1260-2223] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Gasparishvili, Alexander;Haerpfer, Christian;McKee, Martin",Changes in household access to water in countries of the former Soviet Union,Journal of Public Health,2198-1833,1613-2238,2012,Refereegranskat,NA,published,000308854200009,2-s2.0-84865584642,1,TRUE,NA,NA,FALSE
579183,"Roberts, Bayard (London School of Hygiene and Tropical Medicine, London, UK);Gilmore, Anna (University of Bath, Bath, UK);Stickley, Andrew [SH99AWSY] [0000-0002-1260-2223] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]) (London School of Hygiene and Tropical Medicine, London, UK / University of Tokyo, Tokyo, Japan);Rotman, David (Belarussian State University, Minsk, Belarus);Prohoda, Vladimir (Lomonosov Moscow State University, Moscow, Russia);Haerpfer, Christian (Aberdeen University, Aberdeen, Scotland);McKee, Martin (London School of Hygiene and Tropical Medicine, London, UK)",Changes in Smoking Prevalence in 8 Countries of the Former Soviet Union Between 2001 and 2010,American Journal of Public Health,0090-0036,1541-0048,2012,Refereegranskat,NA,published,000306150800017,2-s2.0-84862876854,1,TRUE,NA,TRUE,FALSE
483018,"Pettersson, Lucas [shlspn09] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489])",Changing images of the USA in German media discourse during four American presidencies,International journal of cultural studies,1367-8779,1460-356X,2011,Refereegranskat,NA,published,000288872400003,2-s2.0-78651109566,1,TRUE,NA,NA,FALSE
447300,"Ney, Birgitta [shbany09] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Journalistik [7407])",Charlotte Reimerson och konsumentjournalistikens 60-tal,Presshistorisk årsbok,0282-020X,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
680713,"Persson, Jenna (Karolinska Institutet);Ekwall, Karl [SHKLEL] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]) (Karolinska Institutet)",Chd1 remodelers maintain open chromatin and regulate the epigenetics of differentiation,Experimental Cell Research,0014-4827,1090-2422,2010,Refereegranskat,NA,published,000277817800007,2-s2.0-77952570482,1,TRUE,NA,NA,FALSE
397113,"Hjort, Karin [shknht09] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Bergström, Maria;Adesina, Modupe F.;Jansson, Janet K. [SHJTJN];Smalla, Kornelia;Sjöling, Sara [SHSASG] [0000-0002-5802-5126] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])","Chitinase genes revealed and compared in bacterial isolates, DNA extracts and a metagenomic library from a phytopathogen-suppressive soil",FEMS Microbiology Ecology,0168-6496,1574-6941,2010,Refereegranskat,NA,published,000273065000003,2-s2.0-72949101011,1,TRUE,NA,NA,FALSE
509010,"Petrov, Kristian [shknpv] [0000-0002-2284-3928] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])","Chong gou, chong jian he jie gou : Cong gai nian shi shi jiao kan su lian jie ti",Russian Studies,1009-721X,0,2011,Refereegranskat,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
680063,"Fröhlich, Christian [shcnfh12] [0000-0002-3300-0889] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508])",Civil society and the state intertwined : The case of disability NGOs in Russia,East European Politics,2159-9165,2159-9173,2012,Refereegranskat,NA,published,NA,2-s2.0-84879529992,1,TRUE,NA,NA,FALSE
453577,"Ståhle, Göran [shgnse07] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Coaching a Healthy Lifestyle : Positioning Ayurveda in a Late Modern Context,International Journal for the Study of New Religions,2041-952X,0,2010,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
483881,"Lindqvist, Mats [shmslt] [0000-0001-6541-6945] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]) (Historiska studier)",Colonizing Latvia : A piece of Swedishness in the Forests of Talsi,Ethnologia Europaea,0425-4597,1604-3030,2011,Refereegranskat,NA,published,NA,2-s2.0-84859250630,2,TRUE,NA,NA,FALSE
559573,"Zackariasson, Maria [shmazn09] [0000-0002-0223-8739] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Coming from the outside : Learning and experiences among youths from non-religious families in Christian youth organisations,"Learning, Culture and Social Interaction",2210-6561,0,2012,Refereegranskat,NA,published,000209033900008,2-s2.0-84875811012,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:559573/FULLTEXT02.pdf,NA,FALSE
504264,"Andersson, Göran [shgnan] [0000-0003-3041-7467] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523]);Gustaf, Onn [shgfon05] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523]);Zalamans, Dennis [shdszs] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Turismvetenskap [7523])",Community Engagement by an academic tourism department,"Advances in Food, Hospitality and Tourism",2043-8907,0,2012,Refereegranskat,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:504264/FULLTEXT01.pdf,NA,FALSE
483037,"Rhind, Nicholas;Chen, Zehua;Yassour, Moran;Thompson, Dawn A.;Haas, Brian J.;Habib, Naomi;Wapinski, Ilan;Roy, Sushmita;Lin, Michael F.;Heiman, David I.;Young, Sarah K.;Furuya, Kanji;Guo, Yabin;Pidoux, Alison;Chen, Huei Mei;Robbertse, Barbara;Goldberg, Jonathan M.;Aoki, Keita;Bayne, Elizabeth H.;Berlin, Aaron M.;Desjardins, Christopher A.;Dobbs, Edward;Dukaj, Livio;Fan, Lin;FitzGerald, Michael G.;French, Courtney;Gujja, Sharvari;Hansen, Klavs;Keifenheim, Dan;Levin, Joshua Z.;Mosher, Rebecca A.;Mueller, Carolin A.;Pfiffner, Jenna;Priest, Margaret;Russ, Carsten;Smialowska, Agata [shaasa07] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Swoboda, Peter [SHPRSA] [0000-0001-6416-8572];Sykes, Sean M.;Vaughn, Matthew;Vengrova, Sonya;Yoder, Ryan;Zeng, Qiandong;Allshire, Robin;Baulcombe, David;Birren, Bruce W.;Brown, William;Ekwall, Karl [SHKLEL] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Kellis, Manolis;Leatherwood, Janet;Levin, Henry;Margalit, Hanah;Martienssen, Rob;Nieduszynski, Conrad A.;Spatafora, Joseph W.;Friedman, Nir;Dalgaard, Jacob Z.;Baumann, Peter;Niki, Hironori;Regev, Aviv;Nusbaum, Chad",Comparative Functional Genomics of the Fission Yeasts,Science,0036-8075,1095-9203,2011,Refereegranskat,NA,published,000290766600034,2-s2.0-79956319465,2,TRUE,NA,TRUE,FALSE
444036,"Bergman, Mats [shmsbn05] [0000-0001-5026-9479] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Nationalekonomi [7477]);Coate, Malcolm;Jakobsson, Maria;Ulrick, Shawn",Comparing Merger Policies in the European Union and the United States,Review of Industrial Organization,0889-938X,1573-7160,2010,Refereegranskat,NA,published,000281055400001,2-s2.0-77955842997,1,TRUE,NA,NA,FALSE
458250,"Sjödin, Anna-Pya [shaasn05] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Filosofi [7384])","Conceptualizing Philosophical Tradition : A Reading of Wilhelm Halbfass, Daya Krishna, and Jitendranath Mohanty",Philosophy East & West,0031-8221,1529-1898,2011,Refereegranskat,NA,published,000292626400008,2-s2.0-79961222800,1,TRUE,NA,NA,FALSE
462203,"Tong, Yong-Guang [SHYGTG] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Bürglin, Thomas R. [SHTOBU] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])",Conditions for dye-filling of sensory neurons in Caenorhabditis elegans,Journal of Neuroscience Methods,0165-0270,1872-678X,2010,Refereegranskat,NA,published,000276866400009,2-s2.0-77950460160,1,TRUE,NA,NA,FALSE
453513,"Pfändtner, Willy [shwypr06] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Constructive dialogical pluralism : A context of interreligious relations,Sophia,0038-1527,1873-930X,2010,Refereegranskat,NA,published,000275695900006,2-s2.0-77951879060,0,TRUE,NA,NA,FALSE
579198,"Tougu, Pirko;Tulviste, Tiia;Schröder, Lisa;Keller, Heidi;De Geer, Boel [SHBLGR] [0000-0002-6360-953X] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Svenska [7520])",Content of maternal open-ended questions and statements in reminiscing with their 4-year-olds : Links with independence and interdependence orientation in European contexts,Memory,0965-8211,1464-0686,2012,Refereegranskat,NA,published,000306210600009,2-s2.0-84863855366,1,TRUE,NA,NA,FALSE
360240,"Fornäs, Johan [shjnfs09] [0000-0002-9419-4883] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Continents of cultural studies – unite in diversity! Comparing Asian and European experiences,Inter-Asia Cultural Studies,1464-9373,1469-8447,2010,Refereegranskat,NA,published,000278006700015,2-s2.0-77952847009,1,TRUE,NA,NA,FALSE
